stamp,source,odom_x,odom_y,odom_yaw,cmd_v,cmd_w,pix_u,pix_v,pix_yaw
12.893,odom,0.5800491864519698,0.028996933520673562,0.0390960208754711,0.21990541211968123,-0.05864985748276793,,,
12.913,odom,0.584444033684665,0.029166260699598753,0.037923023728771876,0.21990541211968123,-0.05864985748276793,,,
12.838000000000001,pixel,,,,,,621.969482421875,583.015869140625,0.0
12.933,odom,0.5888390724284202,0.029330432331447744,0.03674877081348701,0.21990131856714543,-0.05990562609151405,,,
12.953,odom,0.5932342251751008,0.02948938509461681,0.035550658294623866,0.21990131856714543,-0.05990562609151405,,,
12.871,pixel,,,,,,622.7666015625,582.4892578125,0.0
12.904,pixel,,,,,,623.5103759765625,581.8952026367188,0.0
12.973,odom,0.5976295652104687,0.02964307185743175,0.03435254577576141,0.21990131856714543,-0.05990562609151405,,,
12.993,odom,0.6020250669666696,0.029791481967877086,0.03314850421159077,0.21990001212896326,-0.06030089577950151,,,
12.937,pixel,,,,,,624.2806396484375,581.366943359375,0.0
13.013,odom,0.6064207379469616,0.029934591788227546,0.031942486298977585,0.21990001212896326,-0.06030089577950151,,,
13.033,odom,0.6108165157918407,0.03007239028781248,0.03071821775368358,0.21988430992354455,-0.06486355396825659,,,
12.97,pixel,,,,,,625.132568359375,580.8367919921875,0.0
13.053,odom,0.6152122136822353,0.03020460693853184,0.029420946677296448,0.21988430992354455,-0.06486355396825659,,,
